iter	RMSE
282	7.393360831
283	7.392973687
284	7.389631375
285	7.384259911
286	7.379985493
287	7.377848959
288	7.372146714
289	7.368894062
290	7.366163529
291	7.362177528
292	7.35990959
293	7.358970185
294	7.355562263
295	7.353435302
296	7.348641331
297	7.34769936
298	7.344724323
299	7.339429474
300	7.336953496
301	7.333480489
302	7.328888346
303	7.324128416
304	7.321325495
305	7.316851948
306	7.315697723
307	7.315306508
308	7.309865257
309	7.306241863
310	7.305131825
311	7.303232725
312	7.302260593
313	7.296824321
314	7.294546203
315	7.293272752
316	7.289013574
317	7.283386525
318	7.279401378
319	7.274623876
320	7.271009996
321	7.264175606
322	7.261985703
323	7.259208644
324	7.256165976
325	7.255150514
326	7.251841586
327	7.249391669
328	7.247495836
329	7.247377257
330	7.243793765
331	7.243160714
332	7.242333741
333	7.235892015
334	7.232940794
335	7.229815255
336	7.22598047
337	7.225064589
338	7.222350533
339	7.215633825
340	7.211191446
341	7.207642331
342	7.202902197
343	7.199105299
344	7.196422179
345	7.195371419
346	7.189093332
347	7.185134519
348	7.18208976
349	7.174172672
350	7.171553598
351	7.164913917
352	7.161228986
353	7.158344086
354	7.156899701
355	7.151754567
356	7.150602493
357	7.14888638
358	7.147349043
359	7.145468875
360	7.14487686
361	7.142342771
362	7.1392329
363	7.138092553
364	7.13395506
365	7.133417545
366	7.130415351
367	7.126428758
368	7.123822712
369	7.119988491
370	7.115988272
371	7.115216585
372	7.114464529
373	7.112163409
374	7.110895864
375	7.109710682
376	7.104286551
377	7.102145168
378	7.099217417
379	7.094315713
380	7.090218743
381	7.088419954
382	7.084381823
383	7.08165543
384	7.079305951
385	7.076114142
386	7.070670216
387	7.066796346
388	7.062823447
389	7.062321901
390	7.06018756
391	7.059158756
392	7.058611456
393	7.058094879
394	7.055695687
395	7.053853597
396	7.04800524
397	7.047179918
398	7.046223826
399	7.043992879
400	7.040323429
401	7.037228755
402	7.035132304
403	7.032543954
404	7.029656448
405	7.026289323
406	7.02527976
407	7.021376121
408	7.016462315
409	7.014362074
410	7.010136037
411	7.007718957
412	7.003597412
413	7.001489588
414	6.999337169
415	6.99527966
416	6.99295747
417	6.990932712
418	6.990324744
419	6.989950032
420	6.984367959
421	6.98202256
422	6.978539399
423	6.975743207
424	6.974527324
425	6.969975555
426	6.966939377
427	6.962542173
428	6.957172373
429	6.953629166
430	6.950887535
431	6.94853317
432	6.944911594
433	6.939843984
434	6.936119488
435	6.933927916
436	6.930811201
437	6.927385993
438	6.927123382
439	6.923838218
440	6.920396354
441	6.91975009
442	6.914034332
443	6.908190431
444	6.903941398
445	6.903498704
446	6.901871548
447	6.899675919
448	6.897867585
449	6.896322352
450	6.892576997
451	6.891729903
452	6.891570607
453	6.889737438
454	6.886137056
455	6.886041313
456	6.882953821
457	6.881238279
458	6.880509567
459	6.878059195
460	6.874950243
461	6.871423417
462	6.868537104
463	6.866792987
464	6.865866738
465	6.862773668
466	6.86015078
467	6.856959479
468	6.854313314
469	6.853353683
470	6.850887653
471	6.846558047
472	6.844667008
473	6.841564437
474	6.839382308
475	6.833991811
476	6.832962771
477	6.831341699
478	6.826584155
479	6.82562347
480	6.820389046
481	6.816779032
482	6.812756084
483	6.81077131
484	6.810462271
485	6.805583723
486	6.803487503
487	6.803060914
488	6.798998975
489	6.797926169
490	6.796085194
491	6.795793321
492	6.793372244
493	6.791036179
494	6.788514684
495	6.786732014
496	6.786268777
497	6.784251705
498	6.779350891
499	6.775898346
500	6.772402797
501	6.770912041
502	6.769671763
503	6.766536169
504	6.762407104
505	6.759065132
506	6.75816271
507	6.7551335
508	6.753682291
509	6.751969287
510	6.746363274
511	6.744649452
512	6.740797081
513	6.740105028
514	6.737056224
515	6.732157999
516	6.728404875
517	6.722368085
518	6.717278776
519	6.714288113
520	6.710575127
521	6.707552291
522	6.705747664
523	6.703897036
524	6.703588519
525	6.702520335
526	6.700078841
527	6.698246594
528	6.695611279
529	6.693122014
530	6.691675072
531	6.690271868
532	6.68728205
533	6.685321968
534	6.682093553
535	6.681915599
536	6.681472
537	6.681292942
538	6.677187835
539	6.675450643
540	6.673886868
541	6.672448733
542	6.669369703
543	6.667951789
544	6.666600059
545	6.662746925
546	6.661662861
547	6.6597783
548	6.659151539
549	6.656904086
550	6.654165017
551	6.650916685
552	6.648238791
553	6.646294088
554	6.643357078
555	6.643179174
556	6.63955012
557	6.638014243
558	6.63527564
559	6.633384172
560	6.6298213
561	6.627851493
562	6.625956711
563	6.625621229
564	6.625465894
565	6.624166627
566	6.62380787
567	6.623152138
568	6.622061595
569	6.619552062
570	6.616042508
571	6.614736797
572	6.613964646
573	6.613672658
574	6.612432155
575	6.610757652
576	6.609589314
577	6.608148818
578	6.607108151
579	6.604312701
580	6.602805927
581	6.601585589
582	6.597552275
583	6.595978645
584	6.593519205
585	6.590008059
586	6.589225107
587	6.586104957
588	6.585323574
589	6.583899944
590	6.582576307
591	6.580856945
592	6.580472051
593	6.577555637
594	6.57584032
595	6.575667991
596	6.574620892
597	6.572922253
598	6.570771939
599	6.568789745
600	6.566946492
601	6.566627993
602	6.564491886
603	6.563992247
604	6.559979505
605	6.557710183
606	6.55570623
607	6.554215659
608	6.553158368
609	6.551877702
610	6.547974732
611	6.545519535
612	6.544516566
613	6.540489993
614	6.539102853
615	6.538081707
616	6.537438315
617	6.534670055
618	6.53002725
619	6.528318119
620	6.524240638
621	6.522827192
622	6.521521894
623	6.517021454
624	6.516136745
625	6.513012173
626	6.512482842
627	6.508508688
628	6.504780664
629	6.503297498
630	6.501874567
631	6.500967839
632	6.49945179
633	6.495433944
634	6.493864951
635	6.492946303
636	6.490587915
637	6.489450542
638	6.488228914
639	6.486488414
640	6.484685909
641	6.481984173
642	6.47883886
643	6.47691826
644	6.475866101
645	6.472876446
646	6.470580769
647	6.469941404
648	6.468640908
649	6.467903306
650	6.464300429
651	6.4611023
652	6.460013733
653	6.459876357
654	6.459278462
655	6.45724684
656	6.45515835
657	6.452283453
658	6.452103316
659	6.44797905
660	6.447459474
661	6.445708394
662	6.443822139
663	6.440606628
664	6.437541953
665	6.435263829
666	6.431534003
667	6.429512999
668	6.427507082
669	6.423476288
670	6.421957576
671	6.420563194
672	6.419325839
673	6.417705678
674	6.416795248
675	6.416104025
676	6.411740648
677	6.40986422
678	6.409382228
679	6.40837873
680	6.405696416
681	6.403103193
682	6.39976464
683	6.39705034
684	6.396516468
685	6.396410978
686	6.395666092
687	6.394440051
688	6.393539398
689	6.392940149
690	6.392889921
691	6.392259382
692	6.391373328
693	6.386867656
694	6.384776046
695	6.381918742
696	6.381703983
697	6.381080764
698	6.37909051
699	6.377620695
700	6.372920427
701	6.371368205
702	6.369366672
703	6.368767093
704	6.368122763
705	6.363523791
706	6.360875247
707	6.360288514
708	6.356749582
709	6.356168363
710	6.354641101
711	6.351988778
712	6.351266637
713	6.349976654
714	6.346729241
715	6.345819022
716	6.345165623
717	6.344273853
718	6.341268268
719	6.339591375
720	6.339496678
721	6.338988092
722	6.337566829
723	6.335823619
724	6.332215592
725	6.327907706
726	6.326373478
727	6.325454137
728	6.324919325
729	6.322948
730	6.321702941
731	6.319239803
732	6.317160459
733	6.312159839
734	6.307168459
735	6.306522516
736	6.30463656
737	6.303507652
738	6.302177658
739	6.298872772
740	6.295385509
741	6.294880758
742	6.293124108
743	6.292567363
744	6.292144399
745	6.291510819
746	6.291251444
747	6.287406426
748	6.286187703
749	6.285081875
750	6.282061167
751	6.281243872
752	6.279575493
753	6.274769755
754	6.274051992
755	6.272170557
756	6.266820735
757	6.264462075
758	6.261082809
759	6.256547151
760	6.253486065
761	6.253356741
762	6.252611448
763	6.25130293
764	6.250306561
765	6.247203503
766	6.243661706
767	6.243503045
768	6.241722287
769	6.240219322
770	6.239763665
771	6.238827936
772	6.23729473
773	6.23396942
774	6.232752235
775	6.228474043
776	6.225133481
777	6.220516129
778	6.220333611
779	6.218253925
780	6.218152478
781	6.21750354
782	6.214338549
783	6.211532575
784	6.211032616
785	6.208959546
786	6.207123916
787	6.206549243
788	6.205467642
789	6.20285688
790	6.200146699
791	6.196214547
792	6.194978659
793	6.193289108
794	6.192563756
795	6.189404287
796	6.18662041
797	6.184925581
798	6.184058872
799	6.179438121
800	6.178381641
801	6.17695341
802	6.176480374
803	6.175318055
804	6.175254816
805	6.173785298
806	6.173471472
807	6.169476203
808	6.167816754
809	6.165614828
810	6.163167374
811	6.162046621
812	6.161566607
813	6.159793461
814	6.158627463
815	6.156248507
816	6.152513783
817	6.151733517
818	6.148928078
819	6.146432218
820	6.145578316
821	6.145078097
822	6.143712466
823	6.142161526
824	6.14104795
825	6.137822321
826	6.135013482
827	6.134721185
828	6.13224098
829	6.130917704
830	6.127547834
831	6.124473347
832	6.120835656
833	6.118862865
834	6.116122388
835	6.115791729
836	6.11497907
837	6.113953213
838	6.111864302
839	6.11179369
840	6.109335182
841	6.109108503
842	6.108494915
843	6.106012871
844	6.104138585
845	6.10257014
846	6.102015534
847	6.098835528
848	6.098036748
849	6.097877186
850	6.097172824
851	6.094792729
852	6.09445122
853	6.092115234
854	6.091160797
855	6.089377391
856	6.08792063
857	6.085585918
858	6.082835608
859	6.079915671
860	6.079384985
861	6.075934191
862	6.075471712
863	6.075252387
864	6.075042001
865	6.073608968
866	6.072083975
867	6.070404461
868	6.069724609
869	6.0678491
870	6.067830782
871	6.067035648
872	6.066637881
873	6.06500186
874	6.064257488
875	6.062655238
876	6.062327725
877	6.059760424
878	6.059616269
879	6.059331795
880	6.059170733
881	6.058564155
882	6.056015967
883	6.054367535
884	6.05283473
885	6.050846178
886	6.050148625
887	6.048951443
888	6.046320313
889	6.044748626
890	6.043186411
891	6.042980354
892	6.039352483
893	6.037584605
894	6.037374078
895	6.035958098
896	6.035875401
897	6.035125956
898	6.033321891
899	6.032903176
900	6.030993331
901	6.029077479
902	6.024911191
903	6.023879115
904	6.021706831
905	6.021461879
906	6.018907254
907	6.018860022
908	6.018185181
909	6.015182527
910	6.014161393
911	6.011151731
912	6.009540043
913	6.008075344
914	6.005809252
915	6.003186763
916	6.001040715
917	6.000674991
918	5.999723236
919	5.995884173
920	5.991122213
921	5.987403171
922	5.98562495
923	5.984066718
924	5.983577358
925	5.980334498
926	5.977707928
927	5.974187446
928	5.97270666
929	5.970382842
930	5.969825389
931	5.969522754
932	5.967143949
933	5.963917014
934	5.96387317
935	5.963368306
936	5.960234982
937	5.958166484
938	5.957956003
939	5.956874173
940	5.9547079
941	5.953373492
942	5.952370739
943	5.950214974
944	5.949342847
945	5.945891411
946	5.944635889
947	5.944500939
948	5.942411469
949	5.940966076
950	5.938795274
951	5.937731007
952	5.935016339
953	5.934748039
954	5.93461203
955	5.933053129
956	5.932607185
957	5.932324964
958	5.932019919
959	5.931607806
960	5.930496874
961	5.929051679
962	5.92827995
963	5.925377824
964	5.923707821
965	5.920376229
966	5.920125743
967	5.91699923
968	5.915243314
969	5.913251123
970	5.913210482
971	5.91219089
972	5.910417726
973	5.909239063
974	5.908723624
975	5.906570704
976	5.90324585
977	5.902362815
978	5.901389459
979	5.901293165
980	5.897175613
981	5.896586983
982	5.896348992
983	5.895989259
984	5.894735194
985	5.893761174
986	5.891842907
987	5.890481576
988	5.887598315
989	5.886039311
990	5.884787397
991	5.883103875
992	5.882172673
993	5.879328195
994	5.878967731
995	5.876694695
996	5.875827027
997	5.874855048
998	5.873439563
999	5.869766685
